year,quarter,sentence,kust_score,kust_label
2022,1,"Across these two segments, total ﬁrm-wide AUS ended the quarter at $2.4 trillion, with a quarterly decline, primarily driven by net market depreciation of $94 billion, partially of fset by $24 billion of long-term net inﬂows.",0.9999319314956665,Negative
2022,1,"Provisions in the quarter were primarily due to the growth in our lending portfolio as well as broader macroeconomic factors, including a slowing growth outlook.",0.9997102618217468,Negative
2022,1,"As we continue to expand our consumer business and grow our lending activities, we are cognizant that macro headwinds and inﬂationary pressures could potentially weigh on payment rates and thus portfolio performance.",0.9978623986244202,Negative
2022,1,"Our total quarterly operating expenses were $7.7 billion, down 18% year-over-year .",0.9999003410339355,Negative
2022,2,"There is no question that the market environment has gotten more complicated and a combination of macroeconomic conditions and geopolitics is having a material impact on asset  prices, market activity and conﬁdence.",0.5734274387359619,Negative
2022,2,"And what’ s unusual about this particular period is that both demand and supply are being affected by exogenous events, namely the pandemic and the war in Ukraine.",0.6852009296417236,Negative
2022,2,"In my dialogue with CEOs operating big global businesses, they tell me that they continue to see persistent inﬂation in their supply chains.",0.9764313697814941,Negative
2022,2,"Our economist, meanwhile, say there are signs that inﬂation will move lower in the second half of the year .",0.9999486207962036,Negative
2022,2,I expect there is going to be more volatility and there is going to be more uncertainty .,0.9989896416664124,Negative
2022,2,"In this environment, our on-balance sheet investments faced signiﬁcant headwinds after achieving record high net revenues in 2021.",0.999990701675415,Negative
2022,2,"Investment Banking generated revenues of $2.1 billion, down 41% versus a year ago.",0.9999992847442627,Negative
2022,2,Industry volumes remain muted given the ongoing market volatility .,0.9999990463256836,Negative
2022,2,"Debt underwriting net revenues were $457 million, where we saw lower levels of market activity amid sharp rate increases in the quarter .",0.9999982118606567,Negative
2022,2,"While our Investment Banking backlog is down from the peak levels last year , it is still higher than it has been at any point in our history prior to 2021.",0.9109225869178772,Negative
2022,2,"And while revenues were lower year-on-year in credit and mortgages, clients remain engaged.",0.9999498128890991,Negative
2022,2,Equities intermediation revenues fell 2% year-over-year due to a more challenging market-making environment.,0.9999995231628418,Negative
2022,2,Activity was also impacted by lower levels of primary issuance volumes.,0.9998577833175659,Negative
2022,2,Asset Management net revenues of $1.1 billion were materially lower than the second quarter of last year .,0.9999998807907104,Negative
2022,2,"Equity investments generated losses of $221 million, driven by sharp market declines during the quarter .",0.9999990463256836,Negative
2022,2,"More speciﬁcally , on our public equity portfolio, we experienced roughly $660 million of net losses, reducing the value of the portfolio to approximately $2.8 billion at quarter end.",0.9999953508377075,Negative
2022,2,"Net revenues from lending and debt investment activities in asset management were $137 million, down 78% versus a year ago as net interest income of $275 million was partly of fset by mark-to-market losses of approximately $140 million due to spread widening.",0.9999997615814209,Negative
2022,2,"On Page 1 1, total ﬁrm-wide net interest income of $1.7 billion in the second quarter was down modestly relative to the ﬁrst quarter due to lower net interest income in Global Markets.",0.9999970197677612,Negative
2022,2,Provisions in the quarter were primarily due to growth in our consumer lending portfolio and higher modeled losses due to economic indicators worsening quarter-over-quarter .,0.7168600559234619,Negative
2022,2,"Our total quarterly operating expenses were $7.7 billion, down 1 1% year-over-year .",0.998524010181427,Negative
2022,2,"Speciﬁcally , we have made the decision to slow hiring velocity and reduce certain professional fees going forward, though these actions will take some time to be reﬂected in our results.",0.9934697151184082,Negative
2022,3,Global economy continues to face signiﬁcant headwinds.,0.999992847442627,Negative
2022,3,Geopolitical instability and energy shocks are an ongoing concern and GDP  growth expectations are declining.,0.9999996423721313,Negative
2022,3,I also expect volatility to persist as markets continue to digest these factors.,0.9201964139938354,Negative
2022,3,"Investment Banking generated revenues of $1.6 billion, down 57% versus a very strong quarter a year ago.",0.999998927116394,Negative
2022,3,"Financial advisory revenues were $972 million, down 41% versus record performance in the third quarter last year .",0.9999994039535522,Negative
2022,3,"Debt underwriting net revenues were $328 million, given muted issuance volumes across both high yield and investment grade.",0.9999997615814209,Negative
2022,3,Equities intermediation revenues fell 19% year-over-year due to a more challenging market- making environment and lower client activity .,0.9999995231628418,Negative
2022,3,"On the Consumer side, though we are seeing some signs of credit deterioration and an increase in charge-of fs, our credit performance remains in line with our expectations.",0.9876866936683655,Negative
2022,3,"Through the third quarter , our compensation and beneﬁts expenses are down over 20% relative to 2021.",0.9816871285438538,Negative
2022,4,"Simply said, our quarter was disappointing and our business mix proved particularly challenging.",1.0,Negative
2022,4,These results are not what we aspire to deliver to shareholders.,0.9514046311378479,Negative
2022,4,"After nine straight quarters of double-digit returns, fourth quarter performance was certainly an outlier .",0.9999988079071045,Negative
2022,4,Results were impacted by several near-term challenges given the difﬁcult operating environment.,0.9999998807907104,Negative
2022,4,"On the revenue front, underwriting volumes remained extremely muted despite green shoots that appeared at the end of the third quarter .",0.9999996423721313,Negative
2022,4,FICC and equity activities - activity levels dropped after a busy and volatile year for many of our clients and our equity investment portfolio saw continued headwinds.,0.9999985694885254,Negative
2022,4,"With revenues down, compensation was lower .",0.9995123147964478,Negative
2022,4,That said we also recognize that we operate in a talent-driven business and we must continue to invest in our people whose dedication is critical to our world class franchise.,0.9957785606384277,Negative
2022,4,"On our earnings call last July , we ﬁrst spoke about the challenging operating environment and the proactive measures we were taking on expenses, including slowing hiring velocity and reducing certain components of our non-compensation costs.",0.9999948740005493,Negative
2022,4,"Speciﬁcally , we reduced the size of our balance sheet, further optimized and reduced our R WA footprint and managed down our G-SIB score to hit our 3% target.",0.7841873168945312,Negative
2022,4,"In addition, we have postponed the launch of our checking product.",0.9995032548904419,Negative
2022,4,"There were headwinds we expected, like high inﬂation, but some we never thought we would see like the ongoing land war in Ukraine.",0.9999936819076538,Negative
2022,4,"There aren’t many signs of widespread distress, balance sheets and company fundamentals are relatively healthy , but it’ s clear that the outlook for 2023 remains uncertain.",0.9999752044677734,Negative
2022,4,"In the U.S., central bank rate increases have started to have an impact on inﬂation, but they are also lowering the growth trajectory of the economy .",0.9998713731765747,Negative
2022,4,"CEOs and Boards tell me they are cautious, particularly for the near-term.",0.9998692274093628,Negative
2022,4,"Despite a more challenged fourth quarter performance, we delivered for shareholders in 2022.",0.7379118800163269,Negative
2022,4,W e reduced our on-balance sheet alternative investments by $9 billion.,0.9220862984657288,Negative
2022,4,"Global Banking and Markets generated revenues of $32.5 billion for the year , down 12% as higher FICC revenues were more than of fset by a steep decline in investment banking fees versus record results last year .",0.9999998807907104,Negative
2022,4,"In the fourth quarter , investment banking fees fell 48% year-over-year driven by a signiﬁcant decline in both equity and debt underwriting as issuance volumes remain muted amid continued market uncertainty .",0.9999991655349731,Negative
2022,4,"Equities net revenues were $2.1 billion in the quarter , down 5% year-on-year .",0.9999996423721313,Negative
2022,4,"The year-over-year decline in intermediation revenues was driven by lower levels of client activity , particularly in derivatives, after strong engagement levels throughout the year .",0.999993085861206,Negative
2022,4,"For 2022, revenues of $13.4 billion were down 39% year-over-year as a steep decline in revenues from equity and debt investments of fset an additional $1 billion of management and other fees and a strong increase in private banking and lending revenues.",0.9709228277206421,Negative
2022,4,"Despite the challenging environment, we reduced on-balance sheet investments by $9 billion in 2022, of which $2 billion was in the fourth quarter .",0.9853030443191528,Negative
2022,4,"W e expect these costs to also impact 2023 results, though at a lower level and decline materially over subsequent years.",0.9817007184028625,Negative
2022,4,"In relation to our retail portfolio, provisions were driven by continued portfolio growth, net charge-of fs and a worsening of our baseline scenario.",0.7694107890129089,Negative
2022,4,W e anticipate further pressure in 2023 given the vintage and nature of our portfolio.,0.9999172687530518,Negative
2022,4,"Total operating expenses for the year were $31.2 billion, down 2%.",0.998904824256897,Negative
2023,1,"The ﬁrst quarter was certainly volatile, particularly for the banking sector .",0.9995902180671692,Negative
2023,1,"After a fairly benign operating environment at the start of the year , in March, we witnessed the collapse of two regional banks in the United States.",0.9999992847442627,Negative
2023,1,Stress quickly spread to a number of institutions across the ﬁnancial sector where we saw ratings downgrades and steep valuation declines in very short order .,0.9999821186065674,Negative
2023,1,"These stresses were not limited to the U.S., as we saw when regulators help arrange the combination of Switzerland's two largest ﬁnancial institutions.",0.9989739656448364,Negative
2023,1,"As we sit here today , it appears that the worst of the volatility is behind us.",0.9999713897705078,Negative
2023,1,"Underwriting activity , however , remained extremely muted and below recent averages as capital markets were further delayed from reopening in a meaningful way given the market disruption.",0.9999990463256836,Negative
2023,1,"Given our current strategic priorities however , we may not be the best long-term holder of this business.",0.8881741762161255,Negative
2023,1,The recent events in the banking sector are lowering growth expectations and there is a higher risk of a credit contraction given the environment is limiting banks' appetites to extend credit.,0.9999973773956299,Negative
2023,1,"While the forward trajectory is still unclear , we continue to be cautious about the economic outlook and we are operating the ﬁrm such that we are well prepared in the event that the environment weakens further .",0.6687288284301758,Negative
2023,1,Advisory revenues of $818 million were down 27% amid lower industry completions.,0.9999998807907104,Negative
2023,1,Underwriting revenues continued to be below recent averages and were lower year-over-year .,0.9999997615814209,Negative
2023,1,"Equities net revenues were $3 billion in the quarter , down 7% year-on-year .",0.9999996423721313,Negative
2023,1,"Though underlying trends in the business remained strong, private banking and lending revenues of $354 million fell year-over-year , driven by the partial sale of our Marcus unsecured loan portfolio as well as a transfer of the remaining portfolio to held-for-sale, in line with our strategic decision to narrow our consumer ambitions.",0.9994159936904907,Negative
2023,1,"Additionally , we beneﬁted from NII and incremental reserve releases associated with paydowns.",0.7084956765174866,Negative
2023,1,"This quarter , we experienced approximately $355 million of impairments on our CIE portfolio, which are reﬂected in operating expenses.",0.9944664835929871,Negative
2023,1,"Despite the challenging environment, we reduced these on balance sheet historical investments by $2.3 billion in the quarter .",0.9834981560707092,Negative
2023,1,"On Page 9, ﬁrmwide net interest income of $1.8 billion in the ﬁrst quarter was down 14% relative to the fourth quarter , driven by increased funding costs supporting training activities within Global Banking & Markets.",0.9999997615814209,Negative
2023,2,Our results were impacted by several items related to businesses we are executing on a strategic transition and positioning the ﬁrm for the future.,0.9911442399024963,Negative
2023,2,"All in, these items reduced our EPS for the second quarter by $3.95 and our ROE by 5.2 percentage points.",0.9999743700027466,Negative
2023,2,"Our results were also impacted by the challenging macro environment and in particular , headwinds facing our speciﬁc mix of businesses.",0.9999990463256836,Negative
2023,2,Activity levels in many areas of investment banking hover near decade-long lows and clients largely maintained a risk-of f posture over the course of the quarter .,0.8671021461486816,Negative
2023,2,"CEOs around the world continue to be cautious as businesses grapple with persistent inﬂation, geopolitical tensions and slower growth.",0.9999988079071045,Negative
2023,2,This moment in the economic cycle creates meaningful headwinds for Goldman Sachs and our business mix.,0.9999994039535522,Negative
2023,2,"At the same time, we are making tough decisions that are driving the strategic evolution of the ﬁrm.",0.9442572593688965,Negative
2023,2,"Given both these factors, it should come as no surprise that we're going to a period of lower results.",0.9999889135360718,Negative
2023,2,"Losses from our historical principal investments within Asset and W ealth Management and results related to GreenSky , including a goodwill impairment in consumer platforms.",0.9999953508377075,Negative
2023,2,"In aggregate, for the second quarter , these 3 items impacted net earnings by $1.4 billion and reduced our EPS by $3.95 and our ROE by 5.2 percentage points.",0.9999730587005615,Negative
2023,2,Advisory revenues of $645 million were down versus a strong prior year period amid signiﬁcantly lower industry completions.,0.9999995231628418,Negative
2023,2,Debt underwriting revenues were slightly down versus the second quarter of 2022 as activity remains muted.,0.9999754428863525,Negative
2023,2,"This was largely of fset by a decline in intermediation revenues, primarily in derivatives.",0.999983549118042,Negative
2023,2,"Moving to Asset & W ealth Management on Page 5; revenues of $3 billion were down 4% year-over-year , primarily driven by weaker results in equity and debt investments.",0.9999997615814209,Negative
2023,2,Equity investments generated losses of $403 million.,0.9999759197235107,Negative
2023,2,"More speciﬁcally , we had roughly $305 million of net losses in our private portfolio, primarily due to markdowns on investments in ofﬁce-related commercial real estate and approximately $100 million of net losses in our public portfolio, largely driven by a loss related to a historical principal investment that we sold out of during the quarter .",0.9999586343765259,Negative
2023,2,"Importantly , we have now reduced the public portfolio to approximately $1 billion, down from more than $4.5 billion in 2021.",0.9844265580177307,Negative
2023,2,"Debt investments revenues were $197 million, with the year-over-year decline driven by weaker performance in real estate investments.",0.9999997615814209,Negative
2023,2,"This quarter , we also experienced approximately $485 million of impairments on our real estate-related CIE portfolio which are reﬂected in operating expenses.",0.9974541068077087,Negative
2023,2,"In aggregate, the results from Marcus loans and the losses from our historical principal investments negatively impacted our margins for the segment by approximately 15 percentage points for the ﬁrst half of the year .",0.9999996423721313,Negative
2023,2,"As noted earlier , we took a $504 million impairment charge on the goodwill associated with consumer platforms this quarter in connection our exploration of a potential sale of the GreenSky business.",0.842915415763855,Negative
2023,2,"Additionally , within our wholesale portfolio, impairments and a reserve build were partially of fset by releases due to lower balances.",0.990514874458313,Negative
2023,2,"Absent these items, non-comp expense is down for the second consecutive quarter , even in the face of inﬂationary headwinds.",0.6002832651138306,Negative
2023,2,"In conclusion, our second quarter results reﬂect a challenging backdrop as well as our ongoing execution of several strategic actions.",0.9999990463256836,Negative
2023,3,We condemn the terrorist attacks against Israel on the strongest possible terms and are heartbroken by the loss of so many innocent lives.,0.9983298182487488,Negative
2023,3,"This is clearly an extremely difﬁcult and uncertain time for the region, and it's very concerning for many of us around the world.",0.9989258646965027,Negative
2023,3,"I've never felt more optimistic about the ﬁrm, and our strategy has never been more clear .",0.8930979371070862,Negative
2023,3,W e have reduced our historical principal investments by $9 billion this year .,0.9765838384628296,Negative
2023,3,"And there still are a number of sectors in the economy that have yet to absorb the impact of higher rates, especially in light of the further tightening in ﬁnancial conditions we've seen over the last quarter .",0.9317018389701843,Negative
2023,3,"At the same time, there has been an escalation of geopolitical stresses around the globe, the [indiscernible] war in Ukraine, tensions with China and now the conﬂict in the Middle East.",0.9995841383934021,Negative
2023,3,Overall levels of risk are more elevated than we've seen in quite some time.,0.7632012963294983,Negative
2023,3,"While we don't know where this will all lead, it could impact economic growth and stability in the U.S. and around the world, and we remain cautiously positioned.",0.8622624278068542,Negative
2023,3,Requiring too much capital will have negative consequences.,0.9999974966049194,Negative
2023,3,"Policies that incentivize a transfer of risk outside the regulated banking system could, in fact, increase systemic risk.",0.996609091758728,Negative
2023,3,"And third, US competitiveness will go down.",0.9990389347076416,Negative
2023,3,Our competitive standing as the leading global economy would be negatively impacted by this proposal.,0.9999886751174927,Negative
2023,3,"The net result of these proposed rules would be slower economic growth in the US, material improvement in the -- soundness of the banking system.",0.9999891519546509,Negative
2023,3,"In aggregate, these items reduced net earnings by $828 million, EPS by $2.41 and our ROE by 3.1 percentage points.",0.9988493919372559,Negative
2023,3,"Additionally , we highlight modest ongoing losses in connection with our residual markets portfolio and operating the PFM business.",0.9999982118606567,Negative
2023,3,Advisory revenues of $831 million were down versus a strong prior year period amid lower completions.,0.9999996423721313,Negative
2023,3,"FICC net revenues were $3.4 billion in the quarter , down from a strong performance last year , particularly in currency and commodities and up relative to the second quarter .",0.9999873638153076,Negative
2023,3,"Revenues of $3.2 billion were lower year-over-year , primarily driven by weaker results in equity investments.",0.9999997615814209,Negative
2023,3,"Equity investments generated net losses of $212 million, driven by markdowns on investments in commercial real estate.",0.9999581575393677,Negative
2023,3,"In aggregate, the losses from our historical principal investments as well as the results for Marcus loans negatively impacted our 6% pre-tax margin for the segment by 18 percentage points for the year-to-date.",0.9999992847442627,Negative
2023,3,"In the third quarter , we reduced this portfolio by over $3 billion, bringing year-to-date reductions to $9 billion.",0.5970513820648193,Negative
2023,3,"On page nine ﬁrm-wide net interest income was $1.5 billion in the third quarter , down sequentially as increased funding cost supported trading activities.",0.9999953508377075,Negative
2023,3,"Additionally , within our wholesale portfolio, impairments were partially of fset by a reserve reduction that was driven by increased stability in the macroeconomic environment versus the prior quarter .",0.8105831146240234,Negative
2023,3,"Across both equity investments and CIEs, we have marked or impaired ofﬁce-related exposures by approximately 50% this year .",0.8910893201828003,Negative
2023,4,We believe this is a very conservative measurement because it's unlikely that every one of these businesses would ever hit a low point all at the same time.,0.9998540878295898,Negative
2023,4,"In aggregate, these items reduced full year net earnings by $2.8 billion, earnings per share by $8.04, and our ROE by 2.6 percentage points.",0.9997962117195129,Negative
2023,4,"Global Banking & Markets generated revenues of $30 billion for the year , down 8% as higher equities revenues were more than of fset by a decline in FICC revenues and investment banking fees versus last year .",0.9999997615814209,Negative
2023,4,"In the fourth quarter , investment banking fees of $1.7 billion fell 12% year-over-year , driven by a decline in advisory revenues versus a very strong quarter in 2022.",0.9999998807907104,Negative
2023,4,"FICC net revenues were $2 billion in the quarter , down 24% from strong performance last year , amid lower activity in rates and other macro products.",0.9999983310699463,Negative
2023,4,"In the fourth quarter , we reduced this portfolio by over $4 billion, including sales of $3 billion of CIEs across over 40 positions, bringing reductions for the year to $13 billion.",0.7673884630203247,Negative
2023,4,"On page 18, ﬁrm-wide net interest income of $1.3 billion in the fourth quarter was down 13% relative to the third quarter , reﬂecting an increase in funding costs supporting trading activities.",0.9999995231628418,Negative
2024,1,I've said before that the historically depressed levels of activity wouldn't last forever .,0.9980278611183167,Negative
2024,1,"The Fed most recently telegraphed three rate cuts in 2024, but last week's CPI print has lowered market expectations.",0.9999716281890869,Negative
2024,1,"I am also mindful that U.S. equity markets are hovering near-record levels at a time when we see -- when we continue to see headwinds, including concerns around inﬂation, the commercial real estate market, and escalating geopolitical tensions around the world.",0.9999918937683105,Negative
2024,1,This combination could slow growth.,0.9999958276748657,Negative
2024,1,"So, while the environment is constructive and markets expect a soft landing, the trajectory is still uncertain.",0.9999701976776123,Negative
2024,1,"Private banking and lending revenues were $682 million, up substantially as revenues in the prior year period were negatively impacted by the partial sale of our Marcus loan portfolio.",0.9925762414932251,Negative
2024,1,"In the ﬁrst quarter , we reduced our historical principal investment portfolio by $1.5 billion to $14.8 billion.",0.9889128804206848,Negative
2024,1,"Within our wholesale portfolio, impairments trended modestly lower versus the levels in the last few quarters.",0.9372920989990234,Negative
2024,2,"On the one hand, there is a high level of geopolitical instability , elections across the globe could have signiﬁcant implications for forward policy , and inﬂation is proven to be stickier than many had anticipated.",0.9999451637268066,Negative
2024,2,Markets continue to forecast a soft landing as the expected economic growth trajectory improves and equity markets remain near all- time highs.,0.9999690055847168,Negative
2024,2,"When I look back at how we overcame these challenges, immediately think of our culture, one that has evolved, no doubt, but always stayed true to our core values.",0.4818972945213318,Negative
2024,2,No volumes remain well below longer term averages.,0.8579276204109192,Negative
2024,2,"Equity's ﬁnancing revenues were $1.4 billion, down modestly from a record performance last year, but up 5% sequentially .",0.9991412162780762,Negative
2024,2,"In the second quarter , we further reduced our historical principal investment portfolio by $2.2 billion to $12.6 billion.",0.9960124492645264,Negative
2024,3,"Inﬂation has been coming down, the recent unemployment data is supportive, and while we have seen some softness in consumer behavior , the tone of my recent conversations with clients has been quite constructed.",0.7541828751564026,Negative
2024,3,"The policy implications of global elections, particularly in the U.S. and the high levels of geopolitical instability .",0.997370719909668,Negative
2024,3,"Although, we have closely followed the recent remarks from regulatory ofﬁcials about the upcoming reproposal, we continue to have concerns about the overall regulatory process.",0.9999986886978149,Negative
2024,3,"There remains a lack of transparency and appreciation for the interconnectedness of capital requirements across the proposed fundamental review of the trading book, CCAR and the G-SIB buf fer.",0.9999676942825317,Negative
2024,3,"Requiring too much capital will increase the cost of credit for businesses large and small, and will impact growth across the country .",0.9839645624160767,Negative
2024,3,"As David mentioned, our results were impacted by select items, including agreements to transition the GM card platform and to sell our portfolio of seller ﬁnancing norms.",0.9853463172912598,Negative
2024,3,"In aggregate, these items reduced EPS by $0.62 and our ROE by 80 basis points.",0.9995692372322083,Negative
2024,3,"As equity capital markets have continued to reopen, though volumes are still well below longer-term averages.",0.9996384382247925,Negative
2024,3,"FIC net revenues of $3 billion in the quarter were down from a strong performance last year amid a relatively quieter summer , though we saw a meaningful pickup in activity in September .",0.9999905824661255,Negative
2024,3,"W e further reduced our historical principal investment portfolio by $1.7 billion in the third quarter to $10.9 billion, bringing year-to-date reductions to $5.4 billion.",0.9892582297325134,Negative
2024,3,Quarterly non-compensation expenses were $4.2 billion down 14% year-over-year .,0.9999313354492188,Negative
2024,4,"Before I start my prepared remarks, I'd like to take a moment to touch on the devastating ﬁres that have spread across Los Angeles.",0.6395074129104614,Negative
2024,4,"As I said last year , we believe this is a very conservative measurement because it's unlikely that every one of these businesses would ever hit a low point all at the same time.",0.9995754361152649,Negative
2024,4,"Last month, trade groups representing the major U.S. banks, including Goldman Sachs, ﬁled suit against the Federal Reserve.",0.7611170411109924,Negative
2024,4,"W e have long been concerned that the lack of transparency and the Fed's current stress testing creates uncertainty and at times produces results we cannot understand and which can lead to higher industry-wide borrowing costs, reduced market liquidity and inefﬁcient capital allocations.",0.9999991655349731,Negative
2024,4,"Quarterly non- compensation expenses were $4.5 billion, down 8% year-over-year .",0.9999302625656128,Negative
2025,1,"In Global Banking & Markets, ongoing policy uncertainty and market volatility drove many clients to reposition their portfolios, driving higher activity in our FICC and equities businesses.",0.8309606909751892,Negative
2025,1,"In Investment banking, the volatile backdrop led to more muted activity relative to the levels we had expected coming into the year , but it is especially in environments like this that clients come to Goldman Sachs for help with their most important strategic decisions.",0.9999663829803467,Negative
2025,1,"Turning to the macroeconomic backdrop more broadly , as I said at the outset, we are entering the second quarter with a markedly dif ferent operating environment than earlier this year .",0.8562374711036682,Negative
2025,1,Our economists' expectation for growth in the US has fallen meaningfully from over 2% to 0.5%.,0.9999997615814209,Negative
2025,1,The prospect of a recession has increased with growing indications that economic activity is slowing down around the world.,0.9999505281448364,Negative
2025,1,"Our clients, including corporate CEOs and institutional investors are concerned by the signiﬁcant near-term and longer-term uncertainty that has constrained their ability to make important decisions.",0.9999974966049194,Negative
2025,1,This uncertainty around the path forward and fears over the potentially escalating ef fects of the trade war have created material risks to the US and global economy .,0.9999951124191284,Negative
2025,1,"In the meantime, markets will likely continue to be volatile until we have further clarity .",0.9637669324874878,Negative
2025,1,"W e provide details on selected items in the bottom table, which in total reduced our EPS by $0.25 and ROE by 30 basis points.",0.9999896287918091,Negative
2025,1,"Turning to Page 4, advisory revenues of $792 million were down versus a strong performance a year ago.",0.999998927116394,Negative
2025,1,"Sequentially , results were roughly ﬂat as NIM compression on deposits was of fset by lending revenue growth.",0.5893420577049255,Negative
2025,1,"Within equity investments, net gains in our private portfolio were more than of fset by declines in our public portfolio amid the more challenging market backdrop during the quarter .",0.9996263980865479,Negative
